Name,GeoID,Total,With cash public assistance or Food Stamps/SNAP,No cash public assistance or Food Stamps/SNAP
"Lea County, New Mexico",05000US35025,21238.0,2598.0,18640.0
"Leake County, Mississippi",05000US28079,7756.0,1239.0,6517.0
"Leavenworth County, Kansas",05000US20103,25932.0,1977.0,23955.0
"Lebanon County, Pennsylvania",05000US42075,51899.0,5093.0,46806.0
"Lee County, Alabama",05000US01081,55176.0,5283.0,49893.0
"Lee County, Arkansas",05000US05077,3484.0,1168.0,2316.0
"Lee County, Florida",05000US12071,243017.0,19692.0,223325.0
"Lee County, Georgia",05000US13177,9522.0,832.0,8690.0
"Lee County, Illinois",05000US17103,13721.0,1088.0,12633.0
"Lee County, Iowa",05000US19111,14040.0,1845.0,12195.0
"Lee County, Kentucky",05000US21129,2827.0,937.0,1890.0
"Lee County, Mississippi",05000US28081,31765.0,4050.0,27715.0
"Lee County, North Carolina",05000US37105,21069.0,2435.0,18634.0
"Lee County, South Carolina",05000US45061,6542.0,1596.0,4946.0
"Lee County, Texas",05000US48287,6063.0,467.0,5596.0
"Lee County, Virginia",05000US51105,10001.0,2150.0,7851.0
"Leelanau County, Michigan",05000US26089,9388.0,786.0,8602.0
"Leflore County, Mississippi",05000US28083,11062.0,2646.0,8416.0
"Le Flore County, Oklahoma",05000US40079,18672.0,3616.0,15056.0
"Lehigh County, Pennsylvania",05000US42077,133159.0,14767.0,118392.0
"Lemhi County, Idaho",05000US16059,3650.0,391.0,3259.0
"Lenawee County, Michigan",05000US26091,37673.0,4718.0,32955.0
"Lenoir County, North Carolina",05000US37107,24280.0,5250.0,19030.0
"Leon County, Florida",05000US12073,109508.0,10683.0,98825.0
"Leon County, Texas",05000US48289,6478.0,571.0,5907.0
"Leslie County, Kentucky",05000US21131,4428.0,1184.0,3244.0
"Le Sueur County, Minnesota",05000US27079,10938.0,597.0,10341.0
"Letcher County, Kentucky",05000US21133,9300.0,2235.0,7065.0
"Levy County, Florida",05000US12075,16034.0,2934.0,13100.0
"Lewis and Clark County, Montana",05000US30049,26549.0,1865.0,24684.0
"Lewis County, Idaho",05000US16061,1639.0,142.0,1497.0
"Lewis County, Kentucky",05000US21135,4983.0,1287.0,3696.0
"Lewis County, Missouri",05000US29111,3795.0,537.0,3258.0
"Lewis County, New York",05000US36049,10602.0,1274.0,9328.0
"Lewis County, Tennessee",05000US47101,4655.0,1289.0,3366.0
"Lewis County, Washington",05000US53041,29586.0,5592.0,23994.0
"Lewis County, West Virginia",05000US54041,6587.0,972.0,5615.0
"Lexington city, Virginia",05000US51678,1727.0,165.0,1562.0
"Lexington County, South Carolina",05000US45063,102751.0,9899.0,92852.0
"Liberty County, Florida",05000US12077,2142.0,360.0,1782.0
"Liberty County, Georgia",05000US13179,22907.0,2549.0,20358.0
"Liberty County, Montana",05000US30051,822.0,10.0,812.0
"Liberty County, Texas",05000US48291,24217.0,3823.0,20394.0
"Licking County, Ohio",05000US39089,63314.0,8085.0,55229.0
"Limestone County, Alabama",05000US01083,30821.0,3208.0,27613.0
"Limestone County, Texas",05000US48293,7913.0,632.0,7281.0
"Lincoln County, Arkansas",05000US05079,4073.0,1094.0,2979.0
"Lincoln County, Colorado",05000US08073,1930.0,153.0,1777.0
"Lincoln County, Georgia",05000US13181,3346.0,480.0,2866.0
"Lincoln County, Idaho",05000US16063,1746.0,96.0,1650.0
"Lincoln County, Kansas",05000US20105,1444.0,72.0,1372.0
"Lincoln County, Kentucky",05000US21137,9793.0,1794.0,7999.0
"Lincoln County, Maine",05000US23015,15009.0,1295.0,13714.0
"Lincoln County, Minnesota",05000US27081,2570.0,87.0,2483.0
"Lincoln County, Mississippi",05000US28085,13220.0,1880.0,11340.0
"Lincoln County, Missouri",05000US29113,18638.0,2528.0,16110.0
"Lincoln County, Montana",05000US30053,8998.0,1338.0,7660.0
"Lincoln County, Nebraska",05000US31111,15127.0,1310.0,13817.0
"Lincoln County, Nevada",05000US32017,1815.0,107.0,1708.0
"Lincoln County, New Mexico",05000US35027,9108.0,1243.0,7865.0
"Lincoln County, North Carolina",05000US37109,29507.0,3134.0,26373.0
"Lincoln County, Oklahoma",05000US40081,12912.0,1558.0,11354.0
"Lincoln County, Oregon",05000US41041,20769.0,3502.0,17267.0
"Lincoln County, South Dakota",05000US46083,16466.0,716.0,15750.0
"Lincoln County, Tennessee",05000US47103,13298.0,2231.0,11067.0
"Lincoln County, Washington",05000US53043,4661.0,512.0,4149.0
"Lincoln County, West Virginia",05000US54043,8711.0,1918.0,6793.0
"Lincoln County, Wisconsin",05000US55069,12881.0,1200.0,11681.0
"Lincoln County, Wyoming",05000US56023,6238.0,281.0,5957.0
"Lincoln Parish, Louisiana",05000US22061,16594.0,2564.0,14030.0
"Linn County, Iowa",05000US19113,86027.0,9085.0,76942.0
"Linn County, Kansas",05000US20107,4323.0,492.0,3831.0
"Linn County, Missouri",05000US29115,4968.0,546.0,4422.0
"Linn County, Oregon",05000US41043,44787.0,7190.0,37597.0
"Lipscomb County, Texas",05000US48295,1169.0,99.0,1070.0
"Litchfield County, Connecticut",05000US09005,76477.0,4265.0,72212.0
"Little River County, Arkansas",05000US05081,5369.0,734.0,4635.0
"Live Oak County, Texas",05000US48297,3848.0,398.0,3450.0
"Livingston County, Illinois",05000US17105,14484.0,1388.0,13096.0
"Livingston County, Kentucky",05000US21139,3576.0,360.0,3216.0
"Livingston County, Michigan",05000US26093,67397.0,4931.0,62466.0
"Livingston County, Missouri",05000US29117,5547.0,564.0,4983.0
"Livingston County, New York",05000US36051,24201.0,2363.0,21838.0
"Livingston Parish, Louisiana",05000US22063,44166.0,5843.0,38323.0
"Llano County, Texas",05000US48299,8221.0,626.0,7595.0
"Logan County, Arkansas",05000US05083,8285.0,1300.0,6985.0
"Logan County, Colorado",05000US08075,8126.0,967.0,7159.0
"Logan County, Illinois",05000US17107,10992.0,1291.0,9701.0
"Logan County, Kansas",05000US20109,1323.0,98.0,1225.0
"Logan County, Kentucky",05000US21141,11044.0,1971.0,9073.0
"Logan County, Nebraska",05000US31113,317.0,18.0,299.0
"Logan County, North Dakota",05000US38047,848.0,43.0,805.0
"Logan County, Ohio",05000US39091,18095.0,2339.0,15756.0
"Logan County, Oklahoma",05000US40083,14553.0,2100.0,12453.0
"Logan County, West Virginia",05000US54045,14660.0,2854.0,11806.0
"Loíza Municipio, Puerto Rico",05000US72087,9105.0,3530.0,5575.0
"Long County, Georgia",05000US13183,4748.0,656.0,4092.0
"Lonoke County, Arkansas",05000US05085,24667.0,2284.0,22383.0
"Lorain County, Ohio",05000US39093,115534.0,14313.0,101221.0
"Los Alamos County, New Mexico",05000US35028,7484.0,206.0,7278.0
"Los Angeles County, California",05000US06037,3218518.0,243271.0,2975247.0
"Loudon County, Tennessee",05000US47105,19773.0,2493.0,17280.0
"Loudoun County, Virginia",05000US51107,99761.0,2322.0,97439.0
"Louisa County, Iowa",05000US19115,4258.0,482.0,3776.0
"Louisa County, Virginia",05000US51109,13213.0,938.0,12275.0
"Loup County, Nebraska",05000US31115,262.0,5.0,257.0
"Love County, Oklahoma",05000US40085,3534.0,228.0,3306.0
"Loving County, Texas",05000US48301,27.0,0.0,27.0
"Lowndes County, Alabama",05000US01085,4215.0,1014.0,3201.0
"Lowndes County, Georgia",05000US13185,38605.0,5961.0,32644.0
"Lowndes County, Mississippi",05000US28087,23243.0,3820.0,19423.0
"Lubbock County, Texas",05000US48303,102910.0,12570.0,90340.0
"Lucas County, Iowa",05000US19117,3658.0,561.0,3097.0
"Lucas County, Ohio",05000US39095,178777.0,31514.0,147263.0
"Luce County, Michigan",05000US26095,2447.0,408.0,2039.0
"Lumpkin County, Georgia",05000US13187,10841.0,1021.0,9820.0
"Luna County, New Mexico",05000US35029,9222.0,1642.0,7580.0
"Lunenburg County, Virginia",05000US51111,4471.0,862.0,3609.0
"Luquillo Municipio, Puerto Rico",05000US72089,6646.0,2718.0,3928.0
"Luzerne County, Pennsylvania",05000US42079,131052.0,17197.0,113855.0
"Lycoming County, Pennsylvania",05000US42081,46604.0,5582.0,41022.0
"Lyman County, South Dakota",05000US46085,1440.0,254.0,1186.0
"Lynchburg city, Virginia",05000US51680,28513.0,4038.0,24475.0
"Lynn County, Texas",05000US48305,2136.0,290.0,1846.0
"Lyon County, Iowa",05000US19119,4430.0,224.0,4206.0
"Lyon County, Kansas",05000US20111,13428.0,1998.0,11430.0
"Lyon County, Kentucky",05000US21143,3295.0,415.0,2880.0
"Lyon County, Minnesota",05000US27083,10174.0,713.0,9461.0
"Lyon County, Nevada",05000US32019,18373.0,1293.0,17080.0
"Mackinac County, Michigan",05000US26097,4917.0,525.0,4392.0
"Macomb County, Michigan",05000US26099,330452.0,39175.0,291277.0
"Macon County, Alabama",05000US01087,8031.0,2273.0,5758.0
"Macon County, Georgia",05000US13193,4716.0,925.0,3791.0
"Macon County, Illinois",05000US17115,44568.0,5757.0,38811.0
"Macon County, Missouri",05000US29121,6311.0,609.0,5702.0
"Macon County, North Carolina",05000US37113,16024.0,2136.0,13888.0
"Macon County, Tennessee",05000US47111,8186.0,1744.0,6442.0
"Macoupin County, Illinois",05000US17117,19407.0,1759.0,17648.0
"Madera County, California",05000US06039,42032.0,5937.0,36095.0
"Madison County, Alabama",05000US01089,128869.0,10848.0,118021.0
"Madison County, Arkansas",05000US05087,5887.0,798.0,5089.0
"Madison County, Florida",05000US12079,6939.0,1396.0,5543.0
"Madison County, Georgia",05000US13195,9379.0,1111.0,8268.0
"Madison County, Idaho",05000US16065,9943.0,998.0,8945.0
"Madison County, Illinois",05000US17119,106792.0,11474.0,95318.0
"Madison County, Indiana",05000US18095,51028.0,6204.0,44824.0
"Madison County, Iowa",05000US19121,5924.0,461.0,5463.0
"Madison County, Kentucky",05000US21151,31130.0,4715.0,26415.0
"Madison County, Mississippi",05000US28089,35297.0,3754.0,31543.0
"Madison County, Missouri",05000US29123,4774.0,864.0,3910.0
"Madison County, Montana",05000US30057,3672.0,157.0,3515.0
"Madison County, Nebraska",05000US31119,13748.0,1171.0,12577.0
"Madison County, New York",05000US36053,26930.0,2330.0,24600.0
"Madison County, North Carolina",05000US37115,8082.0,1085.0,6997.0
"Madison County, Ohio",05000US39097,14791.0,1498.0,13293.0
"Madison County, Tennessee",05000US47113,36188.0,6384.0,29804.0
"Madison County, Texas",05000US48313,3604.0,482.0,3122.0
"Madison County, Virginia",05000US51113,5185.0,382.0,4803.0
"Madison Parish, Louisiana",05000US22065,3938.0,845.0,3093.0
"Magoffin County, Kentucky",05000US21153,4795.0,1559.0,3236.0
"Mahaska County, Iowa",05000US19123,8947.0,1255.0,7692.0
"Mahnomen County, Minnesota",05000US27087,2007.0,372.0,1635.0
"Mahoning County, Ohio",05000US39099,98749.0,15338.0,83411.0
"Major County, Oklahoma",05000US40093,3185.0,238.0,2947.0
"Malheur County, Oregon",05000US41045,10243.0,1831.0,8412.0
"Manassas city, Virginia",05000US51683,11872.0,847.0,11025.0
"Manassas Park city, Virginia",05000US51685,4238.0,321.0,3917.0
"Manatee County, Florida",05000US12081,131318.0,10013.0,121305.0
"Manatí Municipio, Puerto Rico",05000US72091,15591.0,5883.0,9708.0
"Manistee County, Michigan",05000US26101,10745.0,1771.0,8974.0
"Manitowoc County, Wisconsin",05000US55071,34266.0,2498.0,31768.0
"Marathon County, Wisconsin",05000US55073,52865.0,4491.0,48374.0
"Marengo County, Alabama",05000US01091,8359.0,1601.0,6758.0
"Maricao Municipio, Puerto Rico",05000US72093,1643.0,922.0,721.0
"Maricopa County, Arizona",05000US04013,1394016.0,135844.0,1258172.0
"Maries County, Missouri",05000US29125,3635.0,402.0,3233.0
"Marin County, California",05000US06041,102832.0,3390.0,99442.0
"Marinette County, Wisconsin",05000US55075,19092.0,2193.0,16899.0
"Marion County, Alabama",05000US01093,12806.0,2524.0,10282.0
"Marion County, Arkansas",05000US05089,7055.0,830.0,6225.0
"Marion County, Florida",05000US12083,133977.0,15888.0,118089.0
"Marion County, Georgia",05000US13197,3223.0,699.0,2524.0
"Marion County, Illinois",05000US17121,16108.0,2935.0,13173.0
"Marion County, Indiana",05000US18097,357586.0,48661.0,308925.0
"Marion County, Iowa",05000US19125,12531.0,920.0,11611.0
"Marion County, Kansas",05000US20115,5058.0,317.0,4741.0
"Marion County, Kentucky",05000US21155,7206.0,1026.0,6180.0
"Marion County, Mississippi",05000US28091,9688.0,1783.0,7905.0
"Marion County, Missouri",05000US29127,11194.0,1763.0,9431.0
"Marion County, Ohio",05000US39101,24851.0,4160.0,20691.0
"Marion County, Oregon",05000US41047,112841.0,20897.0,91944.0
"Marion County, South Carolina",05000US45067,12086.0,3021.0,9065.0
"Marion County, Tennessee",05000US47115,11344.0,1966.0,9378.0
"Marion County, Texas",05000US48315,4667.0,632.0,4035.0
"Marion County, West Virginia",05000US54049,22794.0,3024.0,19770.0
"Mariposa County, California",05000US06043,7607.0,595.0,7012.0
"Marlboro County, South Carolina",05000US45069,9830.0,2249.0,7581.0
"Marquette County, Michigan",05000US26103,25752.0,3247.0,22505.0
"Marquette County, Wisconsin",05000US55077,6654.0,812.0,5842.0
"Marshall County, Alabama",05000US01095,34587.0,4854.0,29733.0
"Marshall County, Illinois",05000US17123,5061.0,376.0,4685.0
"Marshall County, Indiana",05000US18099,17810.0,1612.0,16198.0
"Marshall County, Iowa",05000US19127,15519.0,1864.0,13655.0
"Marshall County, Kansas",05000US20117,4309.0,257.0,4052.0
"Marshall County, Kentucky",05000US21157,12434.0,1144.0,11290.0
"Marshall County, Minnesota",05000US27089,4116.0,305.0,3811.0
"Marshall County, Mississippi",05000US28093,12735.0,2317.0,10418.0
"Marshall County, Oklahoma",05000US40095,5995.0,648.0,5347.0
"Marshall County, South Dakota",05000US46091,1704.0,94.0,1610.0
"Marshall County, Tennessee",05000US47117,11533.0,1921.0,9612.0
"Marshall County, West Virginia",05000US54051,13915.0,2187.0,11728.0
"Martin County, Florida",05000US12085,59316.0,3042.0,56274.0
"Martin County, Indiana",05000US18101,4017.0,430.0,3587.0
"Martin County, Kentucky",05000US21159,4391.0,1721.0,2670.0
"Martin County, Minnesota",05000US27091,8943.0,812.0,8131.0
"Martin County, North Carolina",05000US37117,9884.0,1761.0,8123.0
"Martin County, Texas",05000US48317,1545.0,160.0,1385.0
"Martinsville city, Virginia",05000US51690,5958.0,1447.0,4511.0
"Mason County, Illinois",05000US17125,6426.0,872.0,5554.0
"Mason County, Kentucky",05000US21161,6568.0,1233.0,5335.0
"Mason County, Michigan",05000US26105,12312.0,2001.0,10311.0
"Mason County, Texas",05000US48319,1631.0,150.0,1481.0
"Mason County, Washington",05000US53045,22914.0,3142.0,19772.0
"Mason County, West Virginia",05000US54053,10715.0,1526.0,9189.0
"Massac County, Illinois",05000US17127,6251.0,1015.0,5236.0
"Matagorda County, Texas",05000US48321,13461.0,2020.0,11441.0
"Matanuska-Susitna Borough, Alaska",05000US02170,30609.0,3638.0,26971.0
"Mathews County, Virginia",05000US51115,3788.0,310.0,3478.0
"Maui County, Hawaii",05000US15009,52065.0,4590.0,47475.0
"Maunabo Municipio, Puerto Rico",05000US72095,4013.0,1925.0,2088.0
"Maury County, Tennessee",05000US47119,31811.0,4769.0,27042.0
"Maverick County, Texas",05000US48323,14749.0,5019.0,9730.0
"Mayagüez Municipio, Puerto Rico",05000US72097,32167.0,11655.0,20512.0
"Mayes County, Oklahoma",05000US40097,16088.0,2194.0,13894.0
"McClain County, Oklahoma",05000US40087,12205.0,1152.0,11053.0
"McCone County, Montana",05000US30055,745.0,0.0,745.0
"McCook County, South Dakota",05000US46087,2192.0,136.0,2056.0
"McCormick County, South Carolina",05000US45065,4266.0,569.0,3697.0
"McCracken County, Kentucky",05000US21145,27182.0,3550.0,23632.0
"McCreary County, Kentucky",05000US21147,6333.0,2190.0,4143.0
"McCulloch County, Texas",05000US48307,3160.0,469.0,2691.0
"McCurtain County, Oklahoma",05000US40089,13103.0,3496.0,9607.0
"McDonald County, Missouri",05000US29119,8240.0,1592.0,6648.0
"McDonough County, Illinois",05000US17109,12834.0,1279.0,11555.0
"McDowell County, North Carolina",05000US37111,17483.0,2419.0,15064.0
"McDowell County, West Virginia",05000US54047,8292.0,2195.0,6097.0
"McDuffie County, Georgia",05000US13189,8292.0,1304.0,6988.0
"McHenry County, Illinois",05000US17111,108361.0,5625.0,102736.0
"McHenry County, North Dakota",05000US38049,2515.0,183.0,2332.0
"McIntosh County, Georgia",05000US13191,5583.0,558.0,5025.0
"McIntosh County, North Dakota",05000US38051,1301.0,126.0,1175.0
"McIntosh County, Oklahoma",05000US40091,7870.0,1383.0,6487.0
"McKean County, Pennsylvania",05000US42083,17180.0,2356.0,14824.0
"McKenzie County, North Dakota",05000US38053,2566.0,212.0,2354.0
"McKinley County, New Mexico",05000US35031,17263.0,3098.0,14165.0
"McLean County, Illinois",05000US17113,63431.0,5223.0,58208.0
"McLean County, Kentucky",05000US21149,3765.0,541.0,3224.0
"McLean County, North Dakota",05000US38055,3904.0,166.0,3738.0
"McLennan County, Texas",05000US48309,83851.0,10624.0,73227.0
"McLeod County, Minnesota",05000US27085,14871.0,813.0,14058.0
"McMinn County, Tennessee",05000US47107,20802.0,3611.0,17191.0
"McMullen County, Texas",05000US48311,270.0,20.0,250.0
"McNairy County, Tennessee",05000US47109,10057.0,2311.0,7746.0
"McPherson County, Kansas",05000US20113,11541.0,705.0,10836.0
"McPherson County, Nebraska",05000US31117,175.0,7.0,168.0
"McPherson County, South Dakota",05000US46089,1029.0,83.0,946.0
"Meade County, Kansas",05000US20119,1765.0,77.0,1688.0
"Meade County, Kentucky",05000US21163,10162.0,1245.0,8917.0
"Meade County, South Dakota",05000US46093,9933.0,932.0,9001.0
"Meagher County, Montana",05000US30059,694.0,63.0,631.0
"Mecklenburg County, North Carolina",05000US37119,356833.0,37303.0,319530.0
"Mecklenburg County, Virginia",05000US51117,12547.0,1596.0,10951.0
"Mecosta County, Michigan",05000US26107,15842.0,2899.0,12943.0
"Medina County, Ohio",05000US39103,64813.0,4046.0,60767.0
"Medina County, Texas",05000US48325,15350.0,2374.0,12976.0
"Meeker County, Minnesota",05000US27093,9400.0,698.0,8702.0
"Meigs County, Ohio",05000US39105,9644.0,2014.0,7630.0
"Meigs County, Tennessee",05000US47121,4646.0,1311.0,3335.0
"Mellette County, South Dakota",05000US46095,633.0,219.0,414.0
"Menard County, Illinois",05000US17129,4959.0,380.0,4579.0
"Menard County, Texas",05000US48327,838.0,102.0,736.0
"Mendocino County, California",05000US06045,34102.0,3189.0,30913.0
"Menifee County, Kentucky",05000US21165,2173.0,670.0,1503.0
"Menominee County, Michigan",05000US26109,10866.0,1661.0,9205.0
"Menominee County, Wisconsin",05000US55078,1441.0,247.0,1194.0
"Merced County, California",05000US06047,74079.0,11905.0,62174.0
"Mercer County, Illinois",05000US17131,6889.0,522.0,6367.0
"Mercer County, Kentucky",05000US21167,8330.0,1153.0,7177.0
"Mercer County, Missouri",05000US29129,1560.0,176.0,1384.0
"Mercer County, New Jersey",05000US34021,129933.0,8853.0,121080.0
"Mercer County, North Dakota",05000US38057,3662.0,146.0,3516.0
"Mercer County, Ohio",05000US39107,15689.0,1200.0,14489.0
"Mercer County, Pennsylvania",05000US42085,46418.0,6390.0,40028.0
"Mercer County, West Virginia",05000US54055,25611.0,4576.0,21035.0
"Meriwether County, Georgia",05000US13199,8183.0,1620.0,6563.0
"Merrick County, Nebraska",05000US31121,3234.0,332.0,2902.0
"Merrimack County, New Hampshire",05000US33013,57045.0,4747.0,52298.0
"Mesa County, Colorado",05000US08077,58288.0,4926.0,53362.0
"Metcalfe County, Kentucky",05000US21169,4019.0,649.0,3370.0
"Miami County, Indiana",05000US18103,13378.0,1763.0,11615.0
"Miami County, Kansas",05000US20121,12034.0,780.0,11254.0
"Miami County, Ohio",05000US39109,41364.0,3528.0,37836.0
"Miami-Dade County, Florida",05000US12086,825337.0,149703.0,675634.0
"Middlesex County, Connecticut",05000US09007,66798.0,3468.0,63330.0
"Middlesex County, Massachusetts",05000US25017,577349.0,36734.0,540615.0
"Middlesex County, New Jersey",05000US34023,278513.0,11580.0,266933.0
"Middlesex County, Virginia",05000US51119,4339.0,190.0,4149.0
"Midland County, Michigan",05000US26111,33658.0,3865.0,29793.0
"Midland County, Texas",05000US48329,49534.0,4886.0,44648.0
"Mifflin County, Pennsylvania",05000US42087,18987.0,3030.0,15957.0
"Milam County, Texas",05000US48331,9323.0,1445.0,7878.0
"Millard County, Utah",05000US49027,4094.0,467.0,3627.0
"Mille Lacs County, Minnesota",05000US27095,10594.0,821.0,9773.0
"Miller County, Arkansas",05000US05091,16552.0,2492.0,14060.0
"Miller County, Georgia",05000US13201,2552.0,465.0,2087.0
"Miller County, Missouri",05000US29131,10320.0,1850.0,8470.0
"Mills County, Iowa",05000US19129,5605.0,458.0,5147.0
"Mills County, Texas",05000US48333,1841.0,156.0,1685.0
"Milwaukee County, Wisconsin",05000US55079,378527.0,58948.0,319579.0
"Mineral County, Colorado",05000US08079,368.0,8.0,360.0
"Mineral County, Montana",05000US30061,1713.0,246.0,1467.0
"Mineral County, Nevada",05000US32021,2209.0,310.0,1899.0
"Mineral County, West Virginia",05000US54057,11276.0,1276.0,10000.0
"Miner County, South Dakota",05000US46097,1094.0,98.0,996.0
"Mingo County, West Virginia",05000US54059,10776.0,2616.0,8160.0
"Minidoka County, Idaho",05000US16067,6728.0,639.0,6089.0
"Minnehaha County, South Dakota",05000US46099,66238.0,6189.0,60049.0
"Missaukee County, Michigan",05000US26113,5861.0,963.0,4898.0
"Mississippi County, Arkansas",05000US05093,17136.0,3286.0,13850.0
"Mississippi County, Missouri",05000US29133,5289.0,1703.0,3586.0
"Missoula County, Montana",05000US30063,44946.0,5236.0,39710.0
"Mitchell County, Georgia",05000US13205,8021.0,1991.0,6030.0
"Mitchell County, Iowa",05000US19131,4358.0,233.0,4125.0
"Mitchell County, Kansas",05000US20123,2710.0,95.0,2615.0
"Mitchell County, North Carolina",05000US37121,6553.0,850.0,5703.0
"Mitchell County, Texas",05000US48335,2711.0,404.0,2307.0
"Mobile County, Alabama",05000US01097,155638.0,24788.0,130850.0
"Moca Municipio, Puerto Rico",05000US72099,11792.0,5375.0,6417.0
"Modoc County, California",05000US06049,3947.0,448.0,3499.0
"Moffat County, Colorado",05000US08081,5347.0,560.0,4787.0
"Mohave County, Arizona",05000US04015,80389.0,10985.0,69404.0
"Moniteau County, Missouri",05000US29135,5507.0,642.0,4865.0
"Monmouth County, New Jersey",05000US34025,233120.0,9681.0,223439.0
"Mono County, California",05000US06051,5416.0,241.0,5175.0
"Monona County, Iowa",05000US19133,4114.0,455.0,3659.0
"Monongalia County, West Virginia",05000US54061,35266.0,2185.0,33081.0
"Monroe County, Alabama",05000US01099,8943.0,1576.0,7367.0
"Monroe County, Arkansas",05000US05095,3462.0,853.0,2609.0
"Monroe County, Florida",05000US12087,28272.0,1844.0,26428.0
"Monroe County, Georgia",05000US13207,9291.0,1127.0,8164.0
"Monroe County, Illinois",05000US17133,12311.0,561.0,11750.0
"Monroe County, Indiana",05000US18105,53108.0,4525.0,48583.0
"Monroe County, Iowa",05000US19135,3329.0,385.0,2944.0
"Monroe County, Kentucky",05000US21171,4358.0,1078.0,3280.0
"Monroe County, Michigan",05000US26115,58200.0,6612.0,51588.0
"Monroe County, Mississippi",05000US28095,14493.0,2052.0,12441.0
"Monroe County, Missouri",05000US29137,3630.0,329.0,3301.0
"Monroe County, New York",05000US36055,293104.0,36932.0,256172.0
"Monroe County, Ohio",05000US39111,6167.0,681.0,5486.0
"Monroe County, Pennsylvania",05000US42089,59941.0,6253.0,53688.0
"Monroe County, Tennessee",05000US47123,17565.0,3112.0,14453.0
"Monroe County, West Virginia",05000US54063,5615.0,697.0,4918.0
"Monroe County, Wisconsin",05000US55081,17302.0,1430.0,15872.0
"Montague County, Texas",05000US48337,7890.0,837.0,7053.0
"Montcalm County, Michigan",05000US26117,23332.0,4211.0,19121.0
"Monterey County, California",05000US06053,125217.0,8787.0,116430.0
"Montezuma County, Colorado",05000US08083,10950.0,1094.0,9856.0
"Montgomery County, Alabama",05000US01101,88091.0,13369.0,74722.0
"Montgomery County, Arkansas",05000US05097,3725.0,522.0,3203.0
"Montgomery County, Georgia",05000US13209,3291.0,759.0,2532.0
"Montgomery County, Illinois",05000US17135,11667.0,1177.0,10490.0
"Montgomery County, Indiana",05000US18107,14446.0,1748.0,12698.0
"Montgomery County, Iowa",05000US19137,4570.0,695.0,3875.0
"Montgomery County, Kansas",05000US20125,14179.0,1595.0,12584.0
"Montgomery County, Kentucky",05000US21173,10189.0,2077.0,8112.0
"Montgomery County, Maryland",05000US24031,355434.0,16059.0,339375.0
"Montgomery County, Mississippi",05000US28097,4286.0,710.0,3576.0
"Montgomery County, Missouri",05000US29139,4979.0,792.0,4187.0
"Montgomery County, New York",05000US36057,20059.0,3101.0,16958.0
"Montgomery County, North Carolina",05000US37123,10166.0,1752.0,8414.0
"Montgomery County, Ohio",05000US39113,223546.0,30171.0,193375.0
"Montgomery County, Pennsylvania",05000US42091,307598.0,13191.0,294407.0
"Montgomery County, Tennessee",05000US47125,61902.0,7376.0,54526.0
"Montgomery County, Texas",05000US48339,155712.0,10924.0,144788.0
"Montgomery County, Virginia",05000US51121,34591.0,2207.0,32384.0
"Montmorency County, Michigan",05000US26119,4204.0,880.0,3324.0
"Montour County, Pennsylvania",05000US42093,7200.0,542.0,6658.0
"Montrose County, Colorado",05000US08085,16591.0,1569.0,15022.0
"Moody County, South Dakota",05000US46101,2614.0,205.0,2409.0
"Moore County, North Carolina",05000US37125,34625.0,2750.0,31875.0
"Moore County, Tennessee",05000US47127,2423.0,230.0,2193.0
"Moore County, Texas",05000US48341,6669.0,533.0,6136.0
"Mora County, New Mexico",05000US35033,1791.0,203.0,1588.0
"Morehouse Parish, Louisiana",05000US22067,10264.0,2241.0,8023.0
"Morgan County, Alabama",05000US01103,46129.0,4496.0,41633.0
"Morgan County, Colorado",05000US08087,10513.0,913.0,9600.0
"Morgan County, Georgia",05000US13211,6478.0,703.0,5775.0
"Morgan County, Illinois",05000US17137,13993.0,1819.0,12174.0
"Morgan County, Indiana",05000US18109,25357.0,2631.0,22726.0
"Morgan County, Kentucky",05000US21175,4627.0,1236.0,3391.0
"Morgan County, Missouri",05000US29141,8215.0,1056.0,7159.0
"Morgan County, Ohio",05000US39115,6252.0,1120.0,5132.0
"Morgan County, Tennessee",05000US47129,7930.0,1747.0,6183.0
"Morgan County, Utah",05000US49029,2757.0,35.0,2722.0
"Morgan County, West Virginia",05000US54065,7171.0,403.0,6768.0
"Morovis Municipio, Puerto Rico",05000US72101,9306.0,4333.0,4973.0
"Morrill County, Nebraska",05000US31123,2062.0,228.0,1834.0
"Morris County, Kansas",05000US20127,2558.0,145.0,2413.0
"Morris County, New Jersey",05000US34027,179581.0,4877.0,174704.0
"Morris County, Texas",05000US48343,5095.0,749.0,4346.0
"Morrison County, Minnesota",05000US27097,13573.0,977.0,12596.0
"Morrow County, Ohio",05000US39117,13084.0,1845.0,11239.0
"Morrow County, Oregon",05000US41049,3855.0,737.0,3118.0
"Morton County, Kansas",05000US20129,1221.0,33.0,1188.0
"Morton County, North Dakota",05000US38059,10918.0,630.0,10288.0
"Motley County, Texas",05000US48345,415.0,15.0,400.0
"Moultrie County, Illinois",05000US17139,5611.0,418.0,5193.0
"Mountrail County, North Dakota",05000US38061,2885.0,220.0,2665.0
"Mower County, Minnesota",05000US27099,16042.0,1539.0,14503.0
"Muhlenberg County, Kentucky",05000US21177,12117.0,1802.0,10315.0
"Multnomah County, Oregon",05000US41051,302224.0,49327.0,252897.0
"Murray County, Georgia",05000US13213,14300.0,2024.0,12276.0
