address,category,city,description,employees,id,lat,lng,mass_tech_member,name,slug,state,zipcode
151 Martine St,Agricultural/Industrial Biotechnology,Fall River,,6,1166,None,None,False,Hy-Syence Inc,hy-syence-inc,MA,02723
38 Powers St,Medical Device,Milford,,50,1167,None,None,False,Hy-Ten Plastics Inc,hy-ten-plastics-inc,NH,03055
99 South Bedford Street,Contract Research & Manufacturing,Burlington,"HCM is a leading sterile contract manufacturer specializing in the aseptic filling of syringes, vials and custom containers from pre-clinical to commercial scale.  HCM offers traditional filling as well as patented “Bubble-free fillingTM ” of pre-filled syringes and lyophilization of vials.    HCM’s high quality filling services may provide up to 150K syringes/day, 75K vials/day under cGMP compliance.  HCM is ISO 9001 and 13485 certified, and has been inspected for drug and medical device by the FDA.    HCM works with newly established firms as well as acknowledged commercial scale companies, ensuring that clients receive the attention needed to complete their project on budget and on time.    Additionally, HCM has expertise in viscous formulation/filling, homogenization, aseptic diafiltration, with support service in disposable technology, GMP analytical testing and controlled storage.  ",0,347,None,None,False,Hyaluron Contract Manufacturing,hyaluron-contract-manufacturing,MA,01803
19 Blackstone St,Contract Research & Manufacturing,Cambridge,,7,348,None,None,True,Hybrid Silica Technologies Inc,hybrid-silica-technologies-inc,MA,02139
790 Memorial Dr,Drug Development,Cambridge,,31,1168,None,None,True,Hydra Biosciences,hydra-biosciences,MA,02139
790 Memorial Drive,Drug Development,Cambridge,"Hydra Biosciences is a biopharmaceutical company developing molecular regeneration medicines, novel vascular therapeutics and drugs targeting novel ion channels. Hydra is using proprietary assays, genetics, genomics and signal transduction to discover proteins and small molecules that reprogram a patient's own mature cells within the patient's body to become regeneration cells that multiply rapidly to replace damaged or destroyed cells without scarring. Hydra's planned molecular regeneration medicines will offer a story alternative to cell-based therapies for organ and tissue restoration and to currently available therapies for cardiovascular and other conditions. The capacity of humans to regenerate pales in comparison with that of zebrafish and newts.  Hydra's mission is to unlock the human body's latent regenerative abilities.  Applications for Hydra's planned regeneration therapeutics include diseases of the heart, vasculature, retina, kidney, central nervous system, pancreas, skin, and joints, among others.  Hydra's initial focus is on regenerative protein therapeutics for cardiovascular indicators.",0,349,None,None,False,"Hydra Biosciences, Inc.",hydra-biosciences-inc,MA,02139
267 Boston Rd Suite 28,Medical Device,N Billerica,,18,1169,None,None,False,Hydrocision Inc,hydrocision-inc,MA,01862
114 Waterhouse Road,Agricultural/Industrial Biotechnology,Bourne,,4,1170,None,None,False,Hydros Inc,hydros-inc,MA,02532
500 Patriot Way,Drug Development,Lexington,"Hypnion, Inc. is a recently founded, privately-held biotechnology discovery company whose objective is to become the worldwide leader in sleep/wake neurobiology with the ultimate goal of understanding and being able to treat a wide range of sleep-wake disorders (e.g., insomnia, sleep apnea, excessive sleepiness, sleep related dystonias) and circadian rhythm abnormalities (e.g., jet-lag, shift-work disorders, delayed or advanced sleep phase syndrome).  The technology platform assembled for this includes the creation and molecular analysis of mouse models, genetic and genomic based target discovery, and high-throughput in vivo sleep-wake and physiological assay system, and the ability to quickly and efficiently screen pre-clinical compoinds for sleep-wake effects or side effects.  Additionally, this platform can be applied in many additional areas of CNS for corporate alliances.",0,350,None,None,False,"Hypnion, Inc.",hypnion-inc,MA,02421
763D Concord Ave.,Contract Research & Manufacturing,Cambridge,"i2Chem synthesizes pharmaceuticals and fine chemicals using continuous flow reaction systems. These flow systems are a major advance over traditional “batch” systems providing more efficient , less costly and safer chemical processes from lab scale to production.     ",0,351,None,None,False,"I2 Chem, Inc.",i2-chem-inc,MA,02138
763D Concord Ave.,Contract Research & Manufacturing,Cambridge,,6,1171,None,None,True,I2Chem Inc,i2chem-inc,MA,02138
98 Spit Brook Rd Suite 100,Medical Device,Nashua,,51,1172,None,None,False,Icad Inc,icad-inc,NH,03062
1301 Marina Village Parkway Suite 320,BioInformatics,Alameda,"Leading provider of advanced software solutions  IDBS is a unique global supplier of innovative data management and analytics solutions, which increase efficiency, reduce costs and improve business and scientific productivity of R&D organizations worldwide. Organizations such as Pfizer, GSK, Celera, MedImmune, Dana Farber Cancer Institute and Roche employ IDBS solutions as an integral part of their strategy to address the increasing pressures placed upon them by the need for the secure, compliant capture, integration and analysis of complex research data.     IDBS is clearly differentiated from other software providers by its unique combination of deep domain knowledge and its ability to rapidly provide integrated business process and robust data analytics solutions along the entire R&D value chain. IDBS solutions secure organizations’ valuable R&D data assets and enable rapid decision-making through effective integration and analysis. They also support the protection of intellectual property (IP) and the requirements for data quality demanded under Good Laboratory Practice (GLP) and Good Manufacturing Practice (GMP) standards. ",0,352,None,None,False,Idbs (Inforsense),idbs-inforsense,CA,094501
"One Kendall Square, Bldg. 1400",Drug Development,Cambridge,"Idenix Pharmaceuticals, Inc. is engaged in the discovery and development of drugs for the treatment of human viral and other infectious diseases. Building on its expertise in nucleoside chemistry and other small molecule chemistry and biology, the Company is well positioned to become a leader in antiviral pharmaceuticals. Idenix's current focus is on the treatment of hepatitis C virus (HCV) infections. The Company has previously discovered and developed antivirals for the treatment of hepatitis B virus (HBV) and HIV/AIDS.     Idenix discovered, co-developed and co-launched telbivudine (Tyzeka®/ Sebivo®) for the treatment of HBV, for which Novartis AG now has worldwide commercialization rights. Idenix discovered and licensed in 2009 the drug candidate IDX899 (now referred to as GSK2248761) to ViiV Healthcare, an affiliate of GlaxoSmithKline (GSK), for the treatment of HIV/AIDS.     Idenix has focused its current efforts towards HCV due to the global unmet medical need for this viral disease. It is estimated that more than 170 million people worldwide are chronically infected with HCV.   ",0,353,None,None,False,"Idenix Pharmaceuticals, Inc.",idenix-pharmaceuticals-inc,MA,02139
167 Sidney Street,Drug Development,Cambridge,"Idera Pharmaceuticals develops drug candidates to treat infectious diseases, autoimmune diseases, cancer, and respiratory diseases, and for use as vaccine adjuvants. Our proprietary drug candidates are designed to modulate specific Toll-like Receptors, which are a family of immune system receptors that direct immune system responses. Our pioneering DNA and RNA chemistry expertise enables us to create drug candidates for internal development and generates opportunities for multiple collaborative alliances.  For more information, visit <a href=""http://www.iderapharma.com"">www.iderapharma.com</a>.",0,354,None,None,False,Idera Pharmaceuticals,idera-pharmaceuticals,MA,02139
167 Sidney St,Drug Development,Cambridge,,0,1173,None,None,True,Idera Pharmaceuticals Inc,idera-pharmaceuticals-inc,MA,02139
1 Idexx Dr,Agricultural/Industrial Biotechnology,Westbrook,,2000,355,None,None,False,Idexx Laboratories Inc,idexx-laboratories-inc,ME,04092
300 North Main Street Suite 202,Contract Research & Manufacturing,Chelsea,"IDSC provides drug discovery, development, and outsourcing expertise to our biotech, academic, VC , and pharmaceutical clients; enabling their efforts to deliver innovative  medicines to the clinic faster, while minimizing attrition.    IDSC’s directors average 24 years of drug discovery leadership in multiple therapeutic areas and disciplines.  The team’s expertise extends to all phases of the drug discovery process, from exploratory stages to lead optimization and clinical candidate identification.  Our clients call on this depth of experience to fill key roles on their leadership and scientific teams, advise them on their discovery and development programs and manage their outsourcing programs.    ",0,356,None,None,False,"Idsc, Llc",idsc-llc,MI,048118
4 Townsend W,Medical Device,Nashua,,20,1174,None,None,False,Ike Inc (Ike Micro),ike-inc-ike-micro,NH,03063
5 Science Park,Medical Device,New Haven,,0,1175,None,None,False,Ikonisys Inc,ikonisys-inc,CT,06511
993 Waterman Ave,Medical Device,E Providence,,15,1176,None,None,False,Illuminoss Medical Inc,illuminoss-medical-inc,RI,02914
310 Authority Dr,Medical Device,Fitchburg,,30,1177,None,None,False,Image Diagnostics Inc,image-diagnostics-inc,MA,01420
56 Evergreen Dr,Agricultural/Industrial Biotechnology,Portland,,24,1178,None,None,False,Immucell Corp,immucell-corp,ME,04103
3 Blackfan Circle,Contract Research & Manufacturing,Boston,,250,1179,None,None,False,Immune Disease Institute Inc,immune-disease-institute-inc,MA,02115
1 Broadway 14th Floor,Human Diagnostic Development,Cambridge,,0,1180,None,None,True,Immuneering Corp,immuneering-corp,MA,02142
P.O. Box 426057,Human Diagnostic Development,Cambridge,"Immuneering Corporation is developing technology to predict which treatments will be most effective for a given patient, and to help pharmaceutical companies stratify patients during clinical trials and design therapies with higher response rates.",0,357,None,None,False,Immuneering Corporation,immuneering-corporation,MA,002142-0019
27 Drydock Ave,Research Products & Instrumentation,Boston,,25,358,None,None,True,Immunetics Inc,immunetics-inc,MA,02210
830 Winter St,Drug Development,Waltham,,211,359,None,None,True,Immunogen Inc,immunogen-inc,MA,02451
"One Broadway, 14th Floor",Drug Development,Cambridge,"ImmusanT is an early stage biotechnology company focused on developing a treatment, and a set of diagnostic and monitoring tools to manage patients with celiac disease.    ImmusanT’s treatment is an immune tolerizing therapy using a series of peptides which target the common genetic form of celiac disease. This peptide-based immunotherapy is designed to tolerize the patient’s immune system to toxic gluten peptides.    This treatment approach to an immune disease is not unique, and there is sufficient evidence of tolerization in other disorders. ImmusanT will exploit this approach to expand development into therapies for other autoimmune disorders in the future  ",0,360,None,None,False,"Immusant, Inc.",immusant-inc,MA,02142
83 Wooster Heights Rd,BioInformatics,Danbury,,0,1181,None,None,False,Ims Health,ims-health,CT,06810
420 Bedford St Suite 130,Medical Device,Lexington,,6,1182,None,None,False,Inavein Llc,inavein-llc,MA,02420
294 Southbridge Rd,Medical Device,Charlton,,240,1183,None,None,False,Incom Inc,incom-inc,MA,01507
701 George Washington Hwy,Medical Device,Lincoln,,0,1184,None,None,False,Incytu Inc,incytu-inc,RI,02865
15 Union St Suite 404,Medical Device,Lawrence,,0,1185,None,None,False,Indepth Design Consultancy,indepth-design-consultancy,MA,01840
33 Hayden Avenue,Drug Development,Lexington,"Indevus Pharmaceuticals, Inc. (Nasdaq: IDEV) is a biopharmaceutical company engaged in the development and commercialization of a diversified portfolio of product candidates, including multiple compounds in late-stage clinical development.  The Company’s lead product, SANCTURA™ (trospium chloride) for the treatment of overactive bladder, was launched on August 23, 2004.  Other products in the Company’s pipeline include Pagoclone for panic disorder (Phase III) and generalized anxiety disorder (Phase II), PRO 2000 for the prevention of HIV/AIDS and STDs (Phase II/III), IP 751 for pain and inflammation (Phase I/II), and aminocandin for the treatment of serious fungal infections (Phase I).",0,361,None,None,False,"Indevus Pharmaceuticals, Inc.",indevus-pharmaceuticals-inc,MA,02421
115 Flanders Road,Drug Development,Westborough,"Indigene, a rapidly growing biopharmaceutical company, with its business and development operations located in Boston-Westborough (USA), Europe and Hyderabad (India), is well positioned to leverage the advantages of globalization.  Its products are uniquely different from classical single molecule (NCE) based drugs targeting single disease pathways used by the pharma industry at large. Indigene has made significant advances in building disease franchise based Prescription Drug leads in the areas of Respiratory and Metabolic disorders, Oncology and infectious diseases.  The company has product leads and candidates in pre-clinical and clinical development.  The company has established a series of strategic partnerships with global leaders in the US, Europe and India, in order to support and accelerate its product development, commercialization and marketing activities.  ",0,362,None,None,False,"Indigene Pharmaceuticals, Inc.",indigene-pharmaceuticals-inc,MA,01581
25-K Olympia Ave Suite 300,Drug Development,Woburn,,0,363,None,None,False,Indus Pharmaceuticals,indus-pharmaceuticals,MA,01801
1377 Main St,Medical Device,Waltham,,9,1186,None,None,False,Industrial & Biomedical Sensors Corp,industrial-biomedical-sensors-corp,MA,02451
780 Memorial Dr,Drug Development,Cambridge,,175,364,None,None,True,Infinity Pharmaceuticals Inc,infinity-pharmaceuticals-inc,MA,02139
303 Bear Hill Rd,Contract Research & Manufacturing,Waltham,,37,1187,None,None,False,Infoscitex Corp,infoscitex-corp,MA,02451
151 Progress Dr,Contract Research & Manufacturing,Manchester,,30,1188,None,None,False,Inframat Corp,inframat-corp,CT,06042
34 Third Ave,Medical Device,Burlington,,80,1189,None,None,False,Infraredx Inc,infraredx-inc,MA,01803
12 Gerry's Landing Road,Drug Development,Cambridge,,5,365,None,None,True,Inhibikase Therapeutics Inc,inhibikase-therapeutics-inc,MA,02138
One Union St,Medical Device,Clinton,,85,1190,None,None,False,Injectronics Corp,injectronics-corp,MA,01510
12 Shirley St,Medical Device,Ayer,,8,1191,None,None,False,Innovative Medical Design Inc,innovative-medical-design-inc,MA,01432
33 Hayden Ave 2nd Floor,Drug Development,Lexington,,0,1192,None,None,True,Inotek Pharmaceuticals Corp,inotek-pharmaceuticals-corp,MA,02421
33 Hayden Avenue,Drug Development,Lexington,"Inotek is a clinical-stage pharmaceutical company developing therapies with novel mechanisms of action to address significant diseases of the eye. Inotek's lead program, INO-8875, has completed a Phase 1/2 trial in glaucoma patients. INO-8875 was well tolerated and showed a statistically significant reduction in intraocular pressure (IOP).  INO-8875 represents a new mechanism to treat glaucoma by targeting the trabecular meshwork, the main pathway used by healthy eyes to maintain normal IOP. Inotek has also been a leader in poly (ADP ribose) polymerase (PARP) inhibitor research and has a portfolio of superoxide dismutase (SOD) mimetics. Both PARP and SOD are attractive targets for the treatment of retinal disease, and Inotek believes its PARP inhibitors and SOD mimetic compounds hold great potential in agerelated macular degeneration and other ophthalmic indications. Inotek has built a first-class drug development and management team to advance its programs. Inotek is privately held and based in Lexington, MA.",0,366,None,None,False,Inotek Pharmaceuticals Corporation,inotek-pharmaceuticals-corporation,MA,02421
9 Damonmill Sq 5A2,Medical Device,Concord,,5,1193,None,None,False,Inov8 Design Inc,inov8-design-inc,MA,01742
1 Clock Tower Pl Suite 250,Medical Device,Maynard,,1,1194,None,None,False,Insight Product Development,insight-product-development,MA,01754
2 Lincoln Ave Suite 8,Medical Device,Scarborough,,0,1195,None,None,False,Insightful Products Llc,insightful-products-llc,MA,04074
One Kendall Sq Bldg 1400 East,Drug Development,Cambridge,,0,1196,None,None,True,Inspiration Biopharmaceuticals,inspiration-biopharmaceuticals,MA,02139
"28202 Cabot Road, Suite 300",Drug Development,Laguna Niguel,We are working to develop recombinant products that will positively impact the lives of people living with hemophilia everywhere. One of our main goals is to broaden access to hemophilia care worldwide,0,367,None,None,False,"Inspiration Biopharmaceuticals, Inc.",inspiration-biopharmaceuticals-inc,CA,092677
23 Business Park Dr,Contract Research & Manufacturing,Branford,,80,1197,None,None,False,"Institute For Bioanalytics Llc, The",institute-for-bioanalytics-llc-the,CT,06405
40 Paquawket Path,Non-profit Research Institution,Groton,,2,1198,None,None,False,Institute For Laboratory Automation,institute-for-laboratory-automation,MA,01450
33 Airport Rd,Medical Device,Westfield,,55,1199,None,None,False,Instrument Technology Inc,instrument-technology-inc,MA,01085
180 Hartwell Rd,Human Diagnostic Development,Bedford,,550,1200,None,None,False,Instrumentation Laboratory Co,instrumentation-laboratory-co,MA,01730
9 Oak Park Dr,Medical Device,Bedford,,200,1201,None,None,False,Insulet Corp,insulet-corp,MA,01730
2 Wentworth Dr,Research Products & Instrumentation,Hudson,,30,1202,None,None,False,Integra Biosciences Corp,integra-biosciences-corp,NH,03051
22 Terry Ave,Medical Device,Burlington,,110,1203,None,None,False,Integra Radionics,integra-radionics,MA,01803
2 Bonnievale Dr,Contract Research & Manufacturing,Bedford,"Integral BioSystems, LLC, based in the greater Boston area, is a state-of-the-art contract facility in formulation/dosage form development (parenteral, dermal, ophthalmic, otic, intranasal and oral), technology transfer and CMC-related projects. Integral BioSystems, LLC also offers specialized services such as microspheres, nanospheres, etc.",0,368,None,None,False,"Integral Biosystems, Llc",integral-biosystems-llc,MA,01730
185 Devonshire St Suite M102,Medical Device,Boston,,0,369,None,None,False,Intelect Medical Inc,intelect-medical-inc,MA,02110
34 Bear Hill Rd,Research Products & Instrumentation,Waltham,,0,370,None,None,True,Intelligent Bio-Systems Inc,intelligent-bio-systems-inc,MA,02451
19 Blackstone St,Medical Device,Cambridge,,32,371,None,None,True,Intelligentmdx,intelligentmdx,MA,02139
175-E New Boston Street,Drug Development,Woburn,"Intercytex is an emerging healthcare company developing and commercializing cell therapy products for the woundcare and aesthetic medicine markets.  It is using its proprietary expertise in cell therapy to develop products that harness the innate ability of human cells to regenerate and repair the body.    Intercytex has two products in clinical development: ICX-PRO and ICX-TRC. ICX-PRO is designed to actively stimulate repair in chronic wounds and is currently in a multi-centre Phase III trial.  ICX-TRC is a hair regeneration product in Phase I trials.  A third product, ICX-SKN, is in preclinical trials being developed as a true skin replacement, overcoming the need to perform skin graft procedures.  All Intercytex' products are derived from whole, unmodified, human cells.    Intercytex commenced operations in 2000 and has raised $54 million in four private equity funding rounds.  The company has 60 employees and is headquartered in Cambridge, UK, with GMP clinical production facilities, research and development located in Manchester UK and further research laboratories in Boston, MA.",0,372,None,None,False,Intercytex Ltd.,intercytex-ltd,MA,01801
135 Beaver St,Human Diagnostic Development,Waltham,,27,373,None,None,True,Interleukin Genetics Inc,interleukin-genetics-inc,MA,02452
630 Industrial Park Rd,Contract Research & Manufacturing,Deep River,,8,1204,None,None,False,Interpro,interpro,CT,06417
100 Lowder Brook Dr Suite 2500,Medical Device,Westwood,,10,1205,None,None,False,Intertech Engineering Associates Inc,intertech-engineering-associates-inc,MA,02090
5 Colcord Ave P O Box 1096,Medical Device,Camden,,100,1206,None,None,False,Intricon Tibbetts Corp,intricon-tibbetts-corp,ME,04843
30 Commerce Way,Medical Device,Woburn,,0,1207,None,None,False,Intrinsic Therapeutics Inc,intrinsic-therapeutics-inc,MA,01801
1620 Faraday Avenue,Research Products & Instrumentation,Carlsbad,"Our quest is to better the human condition through innovations in science and technology. We provide products and services that support academic and government research institutions as well as pharmaceutical and biotechnology companies.  From Argentina to Japan to New Zealand, laboratories worldwide depend on Invitrogen™ products. Our research and development efforts are focused on breakthrough innovations in all major areas of biological discovery, including functional genomics, proteomics, bioinformatics, and cell biology. Invitrogen™ provides essential life science technologies for disease research, drug discovery, and commercial bioproduction.  The Invitrogen™ family of life technologies includes products and services designed by GIBCO™, Molecular Probes™, InforMax™, PanVera™, Genicon Sciences™, and other leaders in the scientific community.  ",0,374,None,None,False,Invitrogen Corporation,invitrogen-corporation,CA,092008
"One Broadway, 14th Floor",Medical Device,Cambridge,,25,1208,None,None,True,Invivo Therapeutics Corp,invivo-therapeutics-corp,MA,02142
"One Broadway, 14th Floor",Medical Device,Cambridge,"In Vivo Therapeutics&rsquo; platform technologies provide a novel approach to the treatment of spinal cord injuries (SCI). Of all organizations whose primary focus is spinal cord repair, InVivo has an unmatched development portfolio that will continue to expand in the next few years. We believe that our development platforms provide us with a two-pronged product portfolio that can be used individually or in multiple combinations. First,  a polymer-based medical device for the repair of spinal cord tissue for open and closed wound spinal cord injuries, and second, tissue engineering that utilizes human neural stem cells for spinal cord injury repair.",0,375,None,None,False,Invivo Therapeutics Corporation,invivo-therapeutics-corporation,MA,02142
"2630 King Street, Suite 140",Drug Development,Sherbrooke,,0,376,None,None,False,Ips Therapeutique,ips-therapeutique,QC,0JIJ 2H1
27 Maple Street,Drug Development,Milford,"Ipsen is a global specialty-driven pharmaceutical company with total sales of approximately $1.0 billion in 2010. Ipsen’s ambition is to become a leader in specialty healthcare solutions for targeted debilitating diseases. Its development strategy is supported by four franchises: neurology / Dysport®, endocrinology / Somatuline®, uro-oncology / Decapeptyl® and hemophilia. Moreover, the Group has an active policy of partnerships. R&D is focused on innovative and differentiated technological patient driven platforms, peptides and toxins. In 2010, R&D expenditure was, above 20% of Group sales. The Group has total worldwide staff of close to 4,500 employees.     Ipsen’s shares are traded on segment A of Euronext Paris (stock code: IPN, ISIN code: FR0010259150) and eligible to the “Service de Règlement Différé” (“SRD”). The Group is part of the SBF 120 index. Ipsen has implemented a Sponsored Level I American Depositary Receipt (ADR) program, which trade on the over-the-counter market in the United States under the symbol IPSEY. For more information on Ipsen, visit www.ipsen.com and www.ipsenus.com.",0,377,None,None,False,Ipsen,ipsen,MA,01757
18 Maple Ave Suite 252,BioInformatics,Barrington,,0,378,None,None,False,Iquest Analytics Inc,iquest-analytics-inc,RI,02806
700 Nickerson Rd,Medical Device,Marlborough,,45,379,None,None,False,Iquum Inc,iquum-inc,MA,01752
60 Glacier Dr,Medical Device,Westwood,,42,1209,None,None,False,Iris Sample Processing,iris-sample-processing,MA,02090
20 Veterans Dr,Medical Device,Chicopee,,75,1210,None,None,False,Iron Duck,iron-duck,MA,01022
301 Binney St 2nd Floor,Drug Development,Cambridge,,280,380,None,None,True,Ironwood Pharmaceuticals Inc,ironwood-pharmaceuticals-inc,MA,02142
233 Richmond St,Medical Device,Providence,,0,1211,None,None,False,Isis Biopolymer Inc,isis-biopolymer-inc,RI,02903
275 Grove St Suite 2-400,Contract Research & Manufacturing,Newton,,0,1212,None,None,False,Ispecimen Inc,ispecimen-inc,MA,02466
842 Upper Union St Suite 2,Medical Device,Franklin,,0,1213,None,None,False,Itamar Medical Inc,itamar-medical-inc,MA,02038
11 Business Park Dr,Medical Device,Branford,,45,1214,None,None,False,Ivy Biomedical Systems Inc,ivy-biomedical-systems-inc,CT,06405
175 Roydvale Avenue PO Box 39168 Harewood,Research Products & Instrumentation,Christchurch,"Izon designs and manufactures nanopore-based instrumentation for precision measurement of nano and micro-size particles, across a broad range of applications. Synthetic and biological particles can be accurately measured and characterized in the 50nm to 10microns+ size range.    This unique alternative to the existing laser-based technologies available on the market, offers applications not previously available to researchers and at a fraction of the cost of the incumbent technologies.     Izon has research partnerships with key institutions and individuals around the world across a wide range of fields including - gene therapy, drug delivery, diagnostics development, microbiology, and industrial research applications.  ",0,381,None,None,False,Izon Science Us Ltd,izon-science-us-ltd,Canterbury,08545
"One Kendall Sq Building 600, Suite 6101",Research Products & Instrumentation,Cambridge,,0,1215,None,None,True,Izon Sciences,izon-sciences,MA,02139
368 N Cherry St Ext,Medical Device,Wallingford,,32,1216,None,None,False,J & L Plastic Molding,j-l-plastic-molding,CT,06492
25 Centre Rd,Medical Device,Somersworth,,100,1217,None,None,False,J-Pac Llc,j-pac-llc,NH,03878
600 Main St,Non-profit Research Institution,Bar Harbor,,1212,1218,None,None,True,"Jackson Laboratory, The",jackson-laboratory-the,ME,04609
P O Box 1309,Contract Research & Manufacturing,Dover,,75,1219,None,None,False,Janco Electronics Inc,janco-electronics-inc,NH,03821
888 Worcester St,Drug Development,Wellesley,,0,1220,None,None,False,Janus Biotherapeutics Inc,janus-biotherapeutics-inc,MA,02482
125 Cambridgepark Drive,Drug Development,Cambridge,"Javelin is a specialty pharmaceutical company that applies innovative proprietary technologies to develop new drugs and improved formulations of existing drugs that target current unmet and underserved medical need in the pain management market.  Javelin’s product candidates address the acute moderate-to-severe pain medication market segment. We are developing differentiated pain control products that provide the flexibility and versatility required to address the limitations of existing prescription pain medications in supervised health care settings. Indications under development include post-operative pain, orthopedic injury pain, procedural pain, burn pain and trauma. Our product candidates offer enhanced pain relief, fewer adverse side effects and faster relief of pain compared to other currently available treatments.  Javelin has three late stage product candidates in development: Dyloject™ (diclofenac sodium, injectable), Rylomine™ (intranasal morphine) and PMI-150 (intranasal ketamine).  ",0,382,None,None,False,"Javelin Pharmaceuticals, Inc.",javelin-pharmaceuticals-inc,MA,02140
508 Dudley Rd Suite 100,Drug Development,Newton,,4,1221,None,None,False,Jb Therapeutics Inc,jb-therapeutics-inc,MA,02459
58 Main St,Medical Device,Sturbridge,,13,1222,None,None,False,Jbv Optical Co,jbv-optical-co,MA,01566
60 Walnut St,Disease Foundation,Wellesley Hills,,8,1223,None,None,True,Jdrf New England,jdrf-new-england,MA,02481
11 Dearborn Rd,Research Products & Instrumentation,Peabody,,140,1224,None,None,False,Jeol Usa Inc,jeol-usa-inc,MA,01960
290 Congress Ave,Non-profit Research Institution,New Haven,,0,1225,None,None,False,"John B Pierce Laboratory Inc, The",john-b-pierce-laboratory-inc-the,CT,06519
30 Sunset Dr,Medical Device,Seekonk,,0,1226,None,None,False,John W Murphy Associates Inc,john-w-murphy-associates-inc,MA,02771
One Johnson & Johnson Plaza,Drug Development,New Brunswick,"Caring for the world, one person at a time... inspires and unites the people of Johnson & Johnson. We embrace research and science - bringing innovative ideas, products and services to advance the health and well-being of people. Employees of the Johnson & Johnson Family of Companies work with partners in health care to touch the lives of over a billion people every day, throughout the world.    Our Family of Companies comprises:        * The world’s sixth-largest consumer health company      * The world’s largest and most diverse medical devices and diagnostics company      * The world’s fifth-largest biologics company      * And the world’s eighth-largest pharmaceuticals company    We have more than 250 operating companies in 60 countries employing approximately 114,000 people. Our worldwide headquarters is in New Brunswick, New Jersey, USA.",0,383,None,None,False,Johnson & Johnson,johnson-johnson,NJ,08933
25 Patton Road,Contract Research & Manufacturing,Devens,"We are a pharmaceutical chemistry services company providing API outsourcing solutions throughout the drug development process, from early stage discovery services to commercial manufacturing.  We enable clients to quickly succeed in their discovery, development and production of API every step of the way by integrating all of our experience, capabilities, state of the art facilities, and resources.  We are a Johnson Matthey company, which allows us access to technologies such as the manufacturing of controlled substances, a complete range of chiral technologies and process catalysts and services.  With over 32 years experience and over 150 professionals in the Boston area, our broad range of services encompass all areas of research, development and manufacturing, and allows us to deliver projects on time, on target and on budget.  ",0,384,None,None,False,Johnson Matthey Pharma Services,johnson-matthey-pharma-services,MA,01432
25 Patton Rd,Contract Research & Manufacturing,Devens,,130,1227,None,None,False,Johnson Matthey Pharmaceutical Materials Usa,johnson-matthey-pharmaceutical-materials-usa,MA,01434
10 Progress Dr,Medical Device,Shelton,,30,1228,None,None,False,Johnson Medtech,johnson-medtech,CT,06484
18 Crosby Dr,Agricultural/Industrial Biotechnology,Bedford,,0,1229,None,None,True,Joule Unlimited,joule-unlimited,MA,01730
18 Crosby Drive,Agricultural / Industrial Biotechnology,Bedford,"Joule is developing a transformative technology that capitalizes on abundant solar energy in liquid form, advancing an entirely new category of renewable solar fuels and chemicals. The company's solar-powered Helioculture technology promises to succeed where biomass-derived fuels fall short:  enabling the scalability, quantities and pricing required for energy independence without the costly production or environmental consequences.    Joule's revolutionary approach is rooted in genome engineering, combining synthetic biology, systems biology and metabolic engineering to develop proprietary, photosynthetic organisms that convert waste CO2 directly into multiple solar fuels and chemicals. The SolarConverter system is optimized to facilitate the entire continuous process, scaling as desired with no dependence on raw material feedstocks, agricultural land, fresh water or crops. Together, Joule's multi-disciplinary solution will finally enable the cost-effective production of renewable fuels at a large commercial scale, while also enabling a wide range of petroleum-derived chemicals via the same ecologically-sound process.    Founded in 2007 by Flagship Ventures, Joule is privately held and headquartered in Cambridge, Massachusetts.  ",0,385,None,None,False,"Joule Unlimited Technologies, Inc.",joule-unlimited-technologies-inc,MA,01730
135 Beaver Street Suite 309,Drug Development,Waltham,Kala Pharmaceuticals is a Boston based biotechnology company found in 2010 to develop novel drug delivery methods.      ,0,386,None,None,False,Kala Pharmaceuticals,kala-pharmaceuticals,MA,02452
135 Beaver St Suite 309,Drug Development,Waltham,,12,1230,None,None,True,Kala Pharmaceuticals Inc,kala-pharmaceuticals-inc,MA,02452
,Contract Research & Manufacturing,Beverly,,10,1231,None,None,False,Kard Scientific,kard-scientific,MA,01915
500 Boylston St Suite 1600,Drug Development,Boston,,0,1232,None,None,False,Karuna Pharmaceuticals Inc,karuna-pharmaceuticals-inc,MA,02116
