Name,CompanyName,Subcategory,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,Country,Description
Hettich Centrifuges,HETTICH CENTRIFUGES,Research Products & Instrumentation,136L Cummings Center,,,Beverly,MA,01915,USA,"“Hettich Centrifuges” is a manufacturer of laboratory centrifuges used primarily in the Life Sciences, Research and Clinical markets. Typical applications include sample preparation for DNA analysis and PCR, also centrifugation of samples in cell and tissue culture as well blood and urine analysis. Sample volumes range from 0.2ml up to 2000ml at g-forces between 1,000 to 30,000 RCF (relative centrifugal force). Hettich is a German company (103 years old) and is privately held. Its US office in Beverly MA, opened in 2003 and is responsible for all product sales and technical support in the US and Canada.     "
HighRes Biosolutions Inc,HIGHRES BIOSOLUTIONS INC,Research Products & Instrumentation,299 Washington St.,,,Woburn,MA,01801,USA,"HighRes Biosolutions, Inc. is the leader in the design and construction of innovative robotic systems and laboratory devices used by pharmaceutical and biotech companies and academic research laboratories. We provide scientists with the building blocks for discovery. We accelerate research with highly flexible, expandable and modular integrated systems, bench-top devices, software and consumables that are easily configured (and reconfigured) to create research environments conducive to achieving breakthrough results.  "
Histogenics Corporation,HISTOGENICS CORPORATION,Drug Development,830 Winter Street,3rd Floor,,Waltham,MA,02451,USA,"Histogenics develops and commercializes its tissue engineering system and real-time computer controlled processor for the exgogenous production of human tissue, which is therafter inserted therapeutically into lesions.  The processor can also be utilized to grow tissue under defined conditions for the testing and screeing of therapeutics."
Hologic,HOLOGIC,Medical Device,250 Campus Drive,,,Marlborough,MA,01752,USA,"Hologic, Inc. (Nasdaq: HOLX) is a leading developer, manufacturer and supplier of premium diagnostic products, medical imaging systems, and surgical products dedicated to serving the healthcare needs of women throughout the world.    At Hologic, we are on a mission: to help women everywhere lead longer, healthier lives. It is our reason for being and the single focus of every breakthrough we pursue, every solution we design, every investment we make.    Hologic is the leader in ten areas of women's health including: mammography and breast biopsy; radiation treatment for early-stage breast cancer; breast MRI, cervical cancer screening; treatment for menorrhagia and uterine fibroids; permanent contraception; osteoporosis assessment; preterm birth risk assessment; mini C-arms for extremity imaging; as well as molecular diagnostic products, including human papillomavirus (HPV) testing and reagents for a variety of DNA analysis applications. We offer clinicians the tools they need to spot cancer or osteoporosis while they can still do something about it. And treat the whole woman at every stage of her life, not just the disease.    We are proud of this achievement and conscious of the responsibility that our leadership position brings with it. We believe that the health issues facing women today deserve and demand the singular dedication of a passionate company.    Our core business units are focused on breast health, diagnostics, GYN surgical, and skeletal health.    "
"Hooke Laboratories, Inc.","HOOKE LABORATORIES, INC.",Contract Research & Manufacturing,439 South Union Street,"Building 2, Suite 210",,Lawrence,MA,01843,USA,"Hooke Laboratories    Hooke Laboratories offers products and services to the pharmaceutical and biotechnology industries.   Hooke was founded by immunologist Suzana Marusic MD PhD, formerly affiliated with Wyeth Pharmaceuticals, MIT, and NIH.  Hooke&rsquo;s focus is on rodent models of EAE, CIA, inflammatory bowel disease, asthma, diabetes, cancer and cardiovascular diseases.    Hooke&rsquo;s current offerings include:    &bull;Contract research for evaluation of drug efficacy in rodents.     &bull;Reagents for induction of disease models in rodents.  Pre-characterized Hooke Emulsion Kits&trade; induce EAE and CIA in rodents and are delivered in pre-filled syringes, ready to use.   Hooke Emulsion Kits&trade;  ensure reliable and consistent disease induction, relieve scientists of tedious preparation of emulsions, and save weeks of lab time and animal expense in reagent characterization.    Hooke is also developing software and equipment that will help pharmaceutical and biotechnology researchers with their work.    Hooke&rsquo;s web page is at http://hookelabs.com"
Huntingdon Life Sciences,HUNTINGDON LIFE SCIENCES,Contract Research & Manufacturing,P.O. Box 2360,Mettlers Road,,East Millstone,NJ,08875,USA,"Huntingdon Life Sciences, one of the world's largest contract research organizations, provides a comprehensive range of safety testing for the pharmaceutical, biopharmaceutical, industrial chemical, agrochemical, food & veterinary industries.  With testing facilities in both the UK and the USA, our 1500 highly qualified staff offers all aspects of pre-clinical research.  Our services include general toxicology, respiratory safety assessment, infusion toxicology, metabolism, pharmacokinetics, pharmacology, reproductive toxicology, and genetic toxicology across a wide range of species.  Support services include immunoassay, mass spectrometry, experimental biology, formulation chemistry, pathology, clinical pathology and regulatory affairs.    Our business is to help our customers develop and bring to market safe and effective new compounds.  Our role is to work closely with our customers to help fulfil the regulatory requirements.  Our commitment is the welfare of our animals and to provide the highest standards of integrity.  We are proud to be working for a better future.  "
Hyaluron Contract Manufacturing,HYALURON CONTRACT MANUFACTURING,Contract Research & Manufacturing,99 South Bedford Street,,,Burlington,MA,01803,USA,"HCM is a leading sterile contract manufacturer specializing in the aseptic filling of syringes, vials and custom containers from pre-clinical to commercial scale.  HCM offers traditional filling as well as patented “Bubble-free fillingTM ” of pre-filled syringes and lyophilization of vials.    HCM’s high quality filling services may provide up to 150K syringes/day, 75K vials/day under cGMP compliance.  HCM is ISO 9001 and 13485 certified, and has been inspected for drug and medical device by the FDA.    HCM works with newly established firms as well as acknowledged commercial scale companies, ensuring that clients receive the attention needed to complete their project on budget and on time.    Additionally, HCM has expertise in viscous formulation/filling, homogenization, aseptic diafiltration, with support service in disposable technology, GMP analytical testing and controlled storage.  "
"Hybrid Silica Technologies, Inc.","HYBRID SILICA TECHNOLOGIES, INC.",Contract Research & Manufacturing,19 Blackstone Street,,,Cambridge,MA,02139,USA,
"Hydra Biosciences, Inc.","HYDRA BIOSCIENCES, INC.",Drug Development,790 Memorial Drive,,,Cambridge,MA,02139,USA,"Hydra Biosciences is a biopharmaceutical company developing molecular regeneration medicines, novel vascular therapeutics and drugs targeting novel ion channels. Hydra is using proprietary assays, genetics, genomics and signal transduction to discover proteins and small molecules that reprogram a patient's own mature cells within the patient's body to become regeneration cells that multiply rapidly to replace damaged or destroyed cells without scarring. Hydra's planned molecular regeneration medicines will offer a story alternative to cell-based therapies for organ and tissue restoration and to currently available therapies for cardiovascular and other conditions. The capacity of humans to regenerate pales in comparison with that of zebrafish and newts.  Hydra's mission is to unlock the human body's latent regenerative abilities.  Applications for Hydra's planned regeneration therapeutics include diseases of the heart, vasculature, retina, kidney, central nervous system, pancreas, skin, and joints, among others.  Hydra's initial focus is on regenerative protein therapeutics for cardiovascular indicators."
"Hypnion, Inc.","HYPNION, INC.",Drug Development,500 Patriot Way,,,Lexington,MA,02421,USA,"Hypnion, Inc. is a recently founded, privately-held biotechnology discovery company whose objective is to become the worldwide leader in sleep/wake neurobiology with the ultimate goal of understanding and being able to treat a wide range of sleep-wake disorders (e.g., insomnia, sleep apnea, excessive sleepiness, sleep related dystonias) and circadian rhythm abnormalities (e.g., jet-lag, shift-work disorders, delayed or advanced sleep phase syndrome).  The technology platform assembled for this includes the creation and molecular analysis of mouse models, genetic and genomic based target discovery, and high-throughput in vivo sleep-wake and physiological assay system, and the ability to quickly and efficiently screen pre-clinical compoinds for sleep-wake effects or side effects.  Additionally, this platform can be applied in many additional areas of CNS for corporate alliances."
"i2 Chem, Inc.","I2 CHEM, INC.",Contract Research & Manufacturing,763D Concord Ave.,,,Cambridge,MA,02138,USA,"i2Chem synthesizes pharmaceuticals and fine chemicals using continuous flow reaction systems. These flow systems are a major advance over traditional “batch” systems providing more efficient , less costly and safer chemical processes from lab scale to production.     "
IDBS (InforSense),IDBS (INFORSENSE),BioInformatics,1301 Marina Village Parkway,Suite 320,,Alameda,CA,94501,USA,"Leading provider of advanced software solutions  IDBS is a unique global supplier of innovative data management and analytics solutions, which increase efficiency, reduce costs and improve business and scientific productivity of R&D organizations worldwide. Organizations such as Pfizer, GSK, Celera, MedImmune, Dana Farber Cancer Institute and Roche employ IDBS solutions as an integral part of their strategy to address the increasing pressures placed upon them by the need for the secure, compliant capture, integration and analysis of complex research data.     IDBS is clearly differentiated from other software providers by its unique combination of deep domain knowledge and its ability to rapidly provide integrated business process and robust data analytics solutions along the entire R&D value chain. IDBS solutions secure organizations’ valuable R&D data assets and enable rapid decision-making through effective integration and analysis. They also support the protection of intellectual property (IP) and the requirements for data quality demanded under Good Laboratory Practice (GLP) and Good Manufacturing Practice (GMP) standards. "
"Idenix Pharmaceuticals, Inc.","IDENIX PHARMACEUTICALS, INC.",Drug Development,"One Kendall Square, Bldg. 1400",,,Cambridge,MA,02139,USA,"Idenix Pharmaceuticals, Inc. is engaged in the discovery and development of drugs for the treatment of human viral and other infectious diseases. Building on its expertise in nucleoside chemistry and other small molecule chemistry and biology, the Company is well positioned to become a leader in antiviral pharmaceuticals. Idenix's current focus is on the treatment of hepatitis C virus (HCV) infections. The Company has previously discovered and developed antivirals for the treatment of hepatitis B virus (HBV) and HIV/AIDS.     Idenix discovered, co-developed and co-launched telbivudine (Tyzeka®/ Sebivo®) for the treatment of HBV, for which Novartis AG now has worldwide commercialization rights. Idenix discovered and licensed in 2009 the drug candidate IDX899 (now referred to as GSK2248761) to ViiV Healthcare, an affiliate of GlaxoSmithKline (GSK), for the treatment of HIV/AIDS.     Idenix has focused its current efforts towards HCV due to the global unmet medical need for this viral disease. It is estimated that more than 170 million people worldwide are chronically infected with HCV.   "
Idera Pharmaceuticals,IDERA PHARMACEUTICALS,Drug Development,167 Sidney Street,,,Cambridge,MA,02139,USA,"Idera Pharmaceuticals develops drug candidates to treat infectious diseases, autoimmune diseases, cancer, and respiratory diseases, and for use as vaccine adjuvants. Our proprietary drug candidates are designed to modulate specific Toll-like Receptors, which are a family of immune system receptors that direct immune system responses. Our pioneering DNA and RNA chemistry expertise enables us to create drug candidates for internal development and generates opportunities for multiple collaborative alliances.  For more information, visit <a href=""http://www.iderapharma.com"">www.iderapharma.com</a>."
"IDEXX Laboratories, Inc.","IDEXX LABORATORIES, INC.",Research Products & Instrumentation,One Idexx Drive,,,Westbrook,ME,04092,USA,"IDEXX Laboratories, Inc. is a worldwide leader in the development and commercialization of innovative technology-based products and services for veterinary, food and water applications.  Headquartered in southern Maine, IDEXX conducts operations through 40 locations around the world, and employs over 3,000 people in full- and part-time positions.    IDEXX's primary business focuses on pet health, a growing marking around the world.  In this market, IDEXX develops, produces, and sells an integrated portfolio of products and services to companion animal veterinarians.  Offerings include in-clinic diagnostic tests and instrumentation, laboratory services, pharmaceuticals, and practice management software.  Over 100 scientists drive innovation, identifying relevant new technologies and developing them for veterinary application.  The mission of the business is to supply veterinarians with tools, technologies and services that support best medical practices, enabling veterinarians to respond to the health needs of their patients, while operating more efficient and profitable practices."
"IDSC, LLC","IDSC, LLC",Contract Research & Manufacturing,300 North Main Street,Suite 202,,Chelsea,MI,48118,USA,"IDSC provides drug discovery, development, and outsourcing expertise to our biotech, academic, VC , and pharmaceutical clients; enabling their efforts to deliver innovative  medicines to the clinic faster, while minimizing attrition.    IDSC’s directors average 24 years of drug discovery leadership in multiple therapeutic areas and disciplines.  The team’s expertise extends to all phases of the drug discovery process, from exploratory stages to lead optimization and clinical candidate identification.  Our clients call on this depth of experience to fill key roles on their leadership and scientific teams, advise them on their discovery and development programs and manage their outsourcing programs.    "
Immuneering Corporation,IMMUNEERING CORPORATION,Human Diagnostic Development,P.O. Box 426057,,,Cambridge,MA,02142-0019,USA,"Immuneering Corporation is developing technology to predict which treatments will be most effective for a given patient, and to help pharmaceutical companies stratify patients during clinical trials and design therapies with higher response rates."
"Immunetics, Inc.","IMMUNETICS, INC.",Research Products & Instrumentation,27 Drydock Avenue,,,Boston,MA,02210,USA,"Immunetics, Inc. brings advanced immunoassay technology to the diagnosis of  infectious diseases, with third generation ELISA and Western Blot kits.  In  an era of acute and emerging infectious diseases, our products are at the  front lines of healthcare.  We aim to make a difference for patients  worldwide with life threatening viral, bacterial and parasitic infections.  Our line of clinical diagnostic and research products includes QualiCode(tm)  Western Blot kits for tick-borne, viral and parasitic diseases and the C6 B.  burgdorferi (Lyme) ELISA, internationally recognized as the new performance  standard in Lyme testing. In the growing field of biodefense, Immunetics  offers the first FDA-approved ELISA kit for detection of anthrax infection.  We also offer patented Miniblotter&reg; instruments for blotting, spoligotyping  and other membrane assays. Immunetics has received numerous NIH grants for  development of assays and instrumentation, and collaborates actively with  researchers worldwide to transform cutting edge technology into new products  for clinical diagnostics and research applications.  Our mission is better,  cost-efficient care through more accurate diagnosis."
"ImmunoGen, Inc.","IMMUNOGEN, INC.",Drug Development,830 Winter Street,,,Waltham,MA,02451-1477,USA,"ImmunoGen, Inc. is a leader in the commercialization of therapeutic monoclonal antibody-based pharmaceutical products.  The Company is currently developing proprietary immunoconjugates for the treatment of especially lethal forms of cancer."
"ImmusanT, Inc.","IMMUSANT, INC.",Drug Development,"One Broadway, 14th Floor",,,Cambridge,MA,02142,USA,"ImmusanT is an early stage biotechnology company focused on developing a treatment, and a set of diagnostic and monitoring tools to manage patients with celiac disease.    ImmusanT’s treatment is an immune tolerizing therapy using a series of peptides which target the common genetic form of celiac disease. This peptide-based immunotherapy is designed to tolerize the patient’s immune system to toxic gluten peptides.    This treatment approach to an immune disease is not unique, and there is sufficient evidence of tolerization in other disorders. ImmusanT will exploit this approach to expand development into therapies for other autoimmune disorders in the future  "
"Indevus Pharmaceuticals, Inc.","INDEVUS PHARMACEUTICALS, INC.",Drug Development,33 Hayden Avenue,,,Lexington,MA,02421,USA,"Indevus Pharmaceuticals, Inc. (Nasdaq: IDEV) is a biopharmaceutical company engaged in the development and commercialization of a diversified portfolio of product candidates, including multiple compounds in late-stage clinical development.  The Company’s lead product, SANCTURA™ (trospium chloride) for the treatment of overactive bladder, was launched on August 23, 2004.  Other products in the Company’s pipeline include Pagoclone for panic disorder (Phase III) and generalized anxiety disorder (Phase II), PRO 2000 for the prevention of HIV/AIDS and STDs (Phase II/III), IP 751 for pain and inflammation (Phase I/II), and aminocandin for the treatment of serious fungal infections (Phase I)."
"Indigene Pharmaceuticals, Inc.","INDIGENE PHARMACEUTICALS, INC.",Drug Development,115 Flanders Road,,,Westborough,MA,01581,USA,"Indigene, a rapidly growing biopharmaceutical company, with its business and development operations located in Boston-Westborough (USA), Europe and Hyderabad (India), is well positioned to leverage the advantages of globalization.  Its products are uniquely different from classical single molecule (NCE) based drugs targeting single disease pathways used by the pharma industry at large. Indigene has made significant advances in building disease franchise based Prescription Drug leads in the areas of Respiratory and Metabolic disorders, Oncology and infectious diseases.  The company has product leads and candidates in pre-clinical and clinical development.  The company has established a series of strategic partnerships with global leaders in the US, Europe and India, in order to support and accelerate its product development, commercialization and marketing activities.  "
Indus Pharmaceuticals,INDUS PHARMACEUTICALS,Drug Development,25-K Olympia Ave,Suite 300,,Woburn,MA,01801,USA,
"Infinity Pharmaceuticals, Inc.","INFINITY PHARMACEUTICALS, INC.",Drug Development,780 Memorial Drive,,,Cambridge,MA,02139,USA,"Infinity Pharmaceuticals is an innovative cancer drug discovery and development company that leverages its strength in small molecule drug technologies to bring important new medicines to patients.     Infinity's most advanced drug candidate, IPI-504, is a proprietary, targeted cancer therapy that preferentially induces the death of cancer cells through inhibition of the heat shock protein 90 complex (Hsp90). In preclinical animal studies of a wide variety of hematological malignancies and solid tumors, IPI-504 has demonstrated utility as both a single agent and in combination with other therapies. Infinity owns all rights to IPI-504 and commenced Phase I clinical trials in July 2005.     Infinity's second most advanced drug candidate, IPI-609, is another proprietary small molecule that operates through inhibition of the Hedgehog cell signaling pathway. IPI-609 has demonstrated efficacy as a single agent in preclinical animal models of aggressive pancreatic and prostate cancer. Infinity owns all rights to IPI-609 and expects to file an IND in late 2006.     Accomplishments     Since inception in late 2001, Infinity has:     Entered clinical trials with a proprietary drug candidate   Discovered and developed a pipeline of innovative preclinical drug candidates   Assembled a management and advisory team of acknowledged industry leaders   Built a fully integrated cancer drug discovery capability   Raised over $130 million from corporate partnerships and premier venture capitalists   Established alliances with several leading pharmaceutical companies for access to Infinity's small molecule drug technologies."
"Inhibikase Therapeutics, Inc.","INHIBIKASE THERAPEUTICS, INC.",Drug Development,3350 Riverwood Parkway,Suite 1927,,Atlanta,GA,30339,USA,Inhibikase Therapeutics has developed the first small molecule platform capable of treating both bacterial and viral infectious disease through a common mechanism of action in the host.  The Company's host targeting strategy creates multi-pathogen anti-infectives without stimulating resistance.
Inotek Pharmaceuticals Corporation,INOTEK PHARMACEUTICALS CORPORATION,Drug Development,33 Hayden Avenue,,,Lexington,MA,02421,USA,"Inotek is a clinical-stage pharmaceutical company developing therapies with novel mechanisms of action to address significant diseases of the eye. Inotek's lead program, INO-8875, has completed a Phase 1/2 trial in glaucoma patients. INO-8875 was well tolerated and showed a statistically significant reduction in intraocular pressure (IOP).  INO-8875 represents a new mechanism to treat glaucoma by targeting the trabecular meshwork, the main pathway used by healthy eyes to maintain normal IOP. Inotek has also been a leader in poly (ADP ribose) polymerase (PARP) inhibitor research and has a portfolio of superoxide dismutase (SOD) mimetics. Both PARP and SOD are attractive targets for the treatment of retinal disease, and Inotek believes its PARP inhibitors and SOD mimetic compounds hold great potential in agerelated macular degeneration and other ophthalmic indications. Inotek has built a first-class drug development and management team to advance its programs. Inotek is privately held and based in Lexington, MA."
"Inspiration Biopharmaceuticals, Inc.","INSPIRATION BIOPHARMACEUTICALS, INC.",Drug Development,"28202 Cabot Road, Suite 300",,,Laguna Niguel,CA,92677,USA,We are working to develop recombinant products that will positively impact the lives of people living with hemophilia everywhere. One of our main goals is to broaden access to hemophilia care worldwide
"Integral BioSystems, LLC","INTEGRAL BIOSYSTEMS, LLC",Contract Research & Manufacturing,2 Bonnievale Dr,,,Bedford,MA,01730,USA,"Integral BioSystems, LLC, based in the greater Boston area, is a state-of-the-art contract facility in formulation/dosage form development (parenteral, dermal, ophthalmic, otic, intranasal and oral), technology transfer and CMC-related projects. Integral BioSystems, LLC also offers specialized services such as microspheres, nanospheres, etc."
"Intelect Medical, Inc.","INTELECT MEDICAL, INC.",Medical Device,185 Devonshire St.,Suite M102,,Boston,MA,02110,USA,"     Intelect Medical is developing targeted neuromodulation technologies and therapies to improve patient outcomes.           Intelect’s neuromodulation technologies include:         ·         GUIDE DBS, a deep brain stimulation programming system, conceived of by Cameron McIntyre, Ph.D., Chris Butson, Ph.D. and their colleagues at Cleveland Clinic that will provide neurologists with an intuitive method of visualizing DBS electrodes, anatomical structures, and proprietary “target volumes”, to maximize therapeutic efficacy of DBS while minimizing commonly observed side effects.         ·         Accupoint DBS leads, the next generation of deep brain stimulation leads that allow for “targeting” stimulation fields towards desired brain regions and away from potential side effect causing regions.         Intelect’s neuromodulation therapies in pre-clinical and clinical research stage include DBS for recovery of chronic stroke patients, based on the work of Andre Machado, M.D. of Cleveland Clinic, and DBS for recovery following TBI, based on the work of Nicholas Schiff, M.D., of Weill-Cornell Medical College.  "
"Intelligent Bio-Systems, Inc.","INTELLIGENT BIO-SYSTEMS, INC.",Research Products & Instrumentation,34 Bear Hill Road,,,Waltham,MA,02451,USA,"Intelligent Bio-Systems, Inc. (IBS) is a privately held corporation based in Waltham, Massachusetts. Its mission is to develop, manufacture and market proprietary instruments, reagents and disposables for advanced DNA sequencing for research and clinical markets."
IntelligentMDx,INTELLIGENTMDX,Medical Device,19 Blackstone Street,,,Cambridge,MA,02139,USA,"Based in Cambridge, MA, IMDx (www.IntelligentMDx.com) is an innovative company that designs, develops and manufactures molecular diagnostic products. IMDx has developed molecular solutions that are clinically impactful and competitively differentiated for a range of disease areas for current and next generation systems, including targets in infectious diseases, oncology and genetics. IMDx's expertise spans evolutionary biology, bioinformatics, microbiology, chemistry and molecular biology. These capabilities are harnessed by IMDx's proprietary bioinformatics and product development processes allowing for the rapid design and development of tests to meet clinical needs.     "
Intercytex Ltd.,INTERCYTEX LTD.,Drug Development,175-E New Boston Street,,,Woburn,MA,01801,USA,"Intercytex is an emerging healthcare company developing and commercializing cell therapy products for the woundcare and aesthetic medicine markets.  It is using its proprietary expertise in cell therapy to develop products that harness the innate ability of human cells to regenerate and repair the body.    Intercytex has two products in clinical development: ICX-PRO and ICX-TRC. ICX-PRO is designed to actively stimulate repair in chronic wounds and is currently in a multi-centre Phase III trial.  ICX-TRC is a hair regeneration product in Phase I trials.  A third product, ICX-SKN, is in preclinical trials being developed as a true skin replacement, overcoming the need to perform skin graft procedures.  All Intercytex' products are derived from whole, unmodified, human cells.    Intercytex commenced operations in 2000 and has raised $54 million in four private equity funding rounds.  The company has 60 employees and is headquartered in Cambridge, UK, with GMP clinical production facilities, research and development located in Manchester UK and further research laboratories in Boston, MA."
"Interleukin Genetics, Inc.","INTERLEUKIN GENETICS, INC.",Human Diagnostic Development,135 Beaver Street,,,Waltham,MA,02452,USA,"Interleukin Genetics discovers, develops, and commercializes diagnostic tests and therapeutics based on genetic factors that regulate control points in the inflammatory processes.  ILGN is developing genetic susceptibility tests for osteoporosis, coronary artery disease, complications of diabetes, asthma, pulmonary fibrosis, and meningitis/sepsis.  PST, a test predictive of risk for periodontal disease, is currently available in the U.S. and Europe."
Invitrogen Corporation,INVITROGEN CORPORATION,Research Products & Instrumentation,1620 Faraday Avenue,,,Carlsbad,CA,92008,USA,"Our quest is to better the human condition through innovations in science and technology. We provide products and services that support academic and government research institutions as well as pharmaceutical and biotechnology companies.  From Argentina to Japan to New Zealand, laboratories worldwide depend on Invitrogen™ products. Our research and development efforts are focused on breakthrough innovations in all major areas of biological discovery, including functional genomics, proteomics, bioinformatics, and cell biology. Invitrogen™ provides essential life science technologies for disease research, drug discovery, and commercial bioproduction.  The Invitrogen™ family of life technologies includes products and services designed by GIBCO™, Molecular Probes™, InforMax™, PanVera™, Genicon Sciences™, and other leaders in the scientific community.  "
InVivo Therapeutics Corporation,INVIVO THERAPEUTICS CORPORATION,Medical Device,One Broadway,14th Floor,,Cambridge,MA,02142,USA,"In Vivo Therapeutics&rsquo; platform technologies provide a novel approach to the treatment of spinal cord injuries (SCI). Of all organizations whose primary focus is spinal cord repair, InVivo has an unmatched development portfolio that will continue to expand in the next few years. We believe that our development platforms provide us with a two-pronged product portfolio that can be used individually or in multiple combinations. First,  a polymer-based medical device for the repair of spinal cord tissue for open and closed wound spinal cord injuries, and second, tissue engineering that utilizes human neural stem cells for spinal cord injury repair."
IPS Therapeutique,IPS THERAPEUTIQUE,Drug Development,"2630 King Street, Suite 140",,,Sherbrooke,QC,JIJ 2H1,Canada,
IPSEN,IPSEN,Drug Development,27 Maple Street,,,Milford,MA,01757,USA,"Ipsen is a global specialty-driven pharmaceutical company with total sales of approximately $1.0 billion in 2010. Ipsen’s ambition is to become a leader in specialty healthcare solutions for targeted debilitating diseases. Its development strategy is supported by four franchises: neurology / Dysport®, endocrinology / Somatuline®, uro-oncology / Decapeptyl® and hemophilia. Moreover, the Group has an active policy of partnerships. R&D is focused on innovative and differentiated technological patient driven platforms, peptides and toxins. In 2010, R&D expenditure was, above 20% of Group sales. The Group has total worldwide staff of close to 4,500 employees.     Ipsen’s shares are traded on segment A of Euronext Paris (stock code: IPN, ISIN code: FR0010259150) and eligible to the “Service de Règlement Différé” (“SRD”). The Group is part of the SBF 120 index. Ipsen has implemented a Sponsored Level I American Depositary Receipt (ADR) program, which trade on the over-the-counter market in the United States under the symbol IPSEY. For more information on Ipsen, visit www.ipsen.com and www.ipsenus.com."
"iQuest Analytics, Inc.","IQUEST ANALYTICS, INC.",BioInformatics,18 Maple Ave Suite 252,,,Barrington,RI,02806,USA,"iQuest develops and licenses a next generation high performance enterprise search, research and discovery (eSRD™) software solution - iQuest Discovery™    iQuest Discovery enables knowledge workers in various industries to work in concert with the software, traveling paths of discovery that are both intuitive and non-intuitive. Additionally, IT staffs can significantly improve results with a solution built on significantly reduced storage and compute costs.      iQuest Discovery allows knowledge workers wider access to deep text and document research without sacrificing performance, and in most cases significantly improving results and efficiencies.    iQuest’s advanced Discovery technology delivers innovative and intuitive semantic search, reducing research time/cost, improving efficiencies, and increasing quality of results.  "
"IQuum, Inc.","IQUUM, INC.",Research Products & Instrumentation,700 Nickerson Road,,,Marlborough,MA,01752,USA,"Employees: 15 in MA  History: Founded in 1998  Facilities: Headquarters and R&D in Allston, MA  Ownership: Private  Commercial Market Sectors: Platform Technologies  Areas of Research: In vitro diagnostics; automated biological sample testing  IQuum's mission is to be the leader in lab-in-a-tube biology sample testing for a wide variety of applications including clinical diagnostics, therapeutic monitoring, drug discovery, bio-defense, and agricultural and environmental testing. The company is dedicated to further developing and commercializing its unique lab-in-a-tube platform.  Currently in the product development stages, the proprietary platform incorporates validated technologies including a closed sample tube, modular sample processors and the latest digital control technology. The lab-in-a-tube platform integrates all stages of sample processing from raw sample collection to result interpretation, and is capable of performing a variety of assays, including nucleic acid, protein and cellular assays, in a cost-effective ""insert-and-test"" manner. The Company has been awarded numerous Small Business Innovation Research (SBIR) grants from the National Institutes of Health (NIH) to further develop this platform. We envision that IQuum’s platform technologies will enable the less experienced professional to perform more sophisticated biological sample testing in a less expensive setting with greater speed. The Company believes the lab-in-a-tube platform will meet market needs for extracting comprehensive information from biological samples, and thereby deliver the recent achievements in genomics and biotechnology to daily life.  "
"Ironwood Pharmaceuticals, Inc.","IRONWOOD PHARMACEUTICALS, INC.",Drug Development,301 Binney Street,,,Cambridge,MA,02142,USA,"Ironwood Pharmaceuticals (NASDAQ: IRWD) is an entrepreneurial pharmaceutical company dedicated to the art and science of great drugmaking. Linaclotide, Ironwood’s GC-C agonist, is an investigational drug for the treatment of irritable bowel syndrome with constipation (IBS-C) and chronic constipation (CC). The efficacy portion of linaclotide’s development program has been completed and supports the submitted NDA submission for both indications, as well as the MAA submission in Europe for the IBS-C indication. Ironwood also has a growing pipeline of additional drug candidates in earlier stages of development. "
Izon Science US Ltd,IZON SCIENCE US LTD,Research Products & Instrumentation,175 Roydvale Avenue,PO Box 39168,Harewood,Christchurch,Canterbury,8545,New Zealand,"Izon designs and manufactures nanopore-based instrumentation for precision measurement of nano and micro-size particles, across a broad range of applications. Synthetic and biological particles can be accurately measured and characterized in the 50nm to 10microns+ size range.    This unique alternative to the existing laser-based technologies available on the market, offers applications not previously available to researchers and at a fraction of the cost of the incumbent technologies.     Izon has research partnerships with key institutions and individuals around the world across a wide range of fields including - gene therapy, drug delivery, diagnostics development, microbiology, and industrial research applications.  "
"Javelin Pharmaceuticals, Inc.","JAVELIN PHARMACEUTICALS, INC.",Drug Development,125 CambridgePark Drive,,,Cambridge,MA,02140,USA,"Javelin is a specialty pharmaceutical company that applies innovative proprietary technologies to develop new drugs and improved formulations of existing drugs that target current unmet and underserved medical need in the pain management market.  Javelin’s product candidates address the acute moderate-to-severe pain medication market segment. We are developing differentiated pain control products that provide the flexibility and versatility required to address the limitations of existing prescription pain medications in supervised health care settings. Indications under development include post-operative pain, orthopedic injury pain, procedural pain, burn pain and trauma. Our product candidates offer enhanced pain relief, fewer adverse side effects and faster relief of pain compared to other currently available treatments.  Javelin has three late stage product candidates in development: Dyloject™ (diclofenac sodium, injectable), Rylomine™ (intranasal morphine) and PMI-150 (intranasal ketamine).  "
Johnson & Johnson,JOHNSON & JOHNSON,Drug Development,One Johnson & Johnson Plaza,,,New Brunswick,NJ,08933,USA,"Caring for the world, one person at a time... inspires and unites the people of Johnson & Johnson. We embrace research and science - bringing innovative ideas, products and services to advance the health and well-being of people. Employees of the Johnson & Johnson Family of Companies work with partners in health care to touch the lives of over a billion people every day, throughout the world.    Our Family of Companies comprises:        * The world’s sixth-largest consumer health company      * The world’s largest and most diverse medical devices and diagnostics company      * The world’s fifth-largest biologics company      * And the world’s eighth-largest pharmaceuticals company    We have more than 250 operating companies in 60 countries employing approximately 114,000 people. Our worldwide headquarters is in New Brunswick, New Jersey, USA."
